timestamp,data
1981.615074107,ProducerMsg_0_1981.551561772
1981.801635140,ProducerMsg_1_1981.601638178
1982.051678360,ProducerMsg_2_1981.651628178
1982.301726673,ProducerMsg_3_1981.701689289
1982.584973283,ProducerMsg_4_1981.751638659
1982.801758948,ProducerMsg_5_1981.801634807
1983.056122732,ProducerMsg_6_1981.851637103
1983.301750112,ProducerMsg_7_1981.901638621
1983.579828165,ProducerMsg_8_1981.951615343
1983.801764592,ProducerMsg_9_1982.001609102
1984.079572332,ProducerMsg_10_1982.051618342
