timestamp,data
677.565801005,ProducerMsg_0_677.501011158
677.751077073,ProducerMsg_1_677.551075318
678.001124025,ProducerMsg_2_677.601063294
678.251063053,ProducerMsg_3_677.651056659
678.534107839,ProducerMsg_4_677.701073412
678.751094404,ProducerMsg_5_677.751076536
679.005578493,ProducerMsg_6_677.801219121
679.251077960,ProducerMsg_7_677.851069858
679.528682716,ProducerMsg_8_677.901074907
679.751079166,ProducerMsg_9_677.951060439
680.001154768,ProducerMsg_10_678.001056137
680.251081335,ProducerMsg_11_678.051046983
680.529024625,ProducerMsg_12_678.101048107
680.751182670,ProducerMsg_13_678.151070601
681.001733175,ProducerMsg_14_678.201052855
681.251167915,ProducerMsg_15_678.251062645
681.529072170,ProducerMsg_16_678.301069584
681.751185550,ProducerMsg_17_678.351143430
682.001732408,ProducerMsg_18_678.401071721
682.251284389,ProducerMsg_19_678.451077882
682.558322392,ProducerMsg_20_678.501052581
682.751078620,ProducerMsg_21_678.551073519
683.001142429,ProducerMsg_22_678.601071106
683.251074962,ProducerMsg_23_678.651076619
683.529141328,ProducerMsg_24_678.701081188
683.751083508,ProducerMsg_25_678.751094052
684.001218927,ProducerMsg_26_678.801067677
684.251080665,ProducerMsg_27_678.851079171
684.529117181,ProducerMsg_28_678.901068740
684.751086602,ProducerMsg_29_678.951079086
685.001148061,ProducerMsg_30_679.001074969
685.251082503,ProducerMsg_31_679.051074834
685.528634839,ProducerMsg_32_679.101066662
685.751073756,ProducerMsg_33_679.151119119
686.001139178,ProducerMsg_34_679.201072373
686.251079973,ProducerMsg_35_679.251077646
686.501146377,ProducerMsg_36_679.301069362
686.751069302,ProducerMsg_37_679.351074931
687.021476794,ProducerMsg_38_679.401070241
687.251071595,ProducerMsg_39_679.451091105
687.528575453,ProducerMsg_40_679.501071230
687.759030133,ProducerMsg_41_679.551082076
688.001258052,ProducerMsg_42_679.601071867
688.251128646,ProducerMsg_43_679.651084565
688.501220422,ProducerMsg_44_679.701066542
688.751106071,ProducerMsg_45_679.751078777
689.052675068,ProducerMsg_46_679.801066679
689.251078812,ProducerMsg_47_679.851077007
689.501194904,ProducerMsg_48_679.901066779
689.751109146,ProducerMsg_49_679.951081848
690.058535671,ProducerMsg_50_680.001072805
690.251218628,ProducerMsg_51_680.051116559
690.501781735,ProducerMsg_52_680.101091443
690.751169650,ProducerMsg_53_680.151090067
691.001738942,ProducerMsg_54_680.201077729
691.251176061,ProducerMsg_55_680.251080983
691.522009794,ProducerMsg_56_680.301075163
691.751169751,ProducerMsg_57_680.351078047
692.029462937,ProducerMsg_58_680.401097689
692.251185349,ProducerMsg_59_680.451070203
692.501930269,ProducerMsg_60_680.501066142
692.751170985,ProducerMsg_61_680.551081470
693.029601096,ProducerMsg_62_680.601066150
693.251075289,ProducerMsg_63_680.651067941
693.501168699,ProducerMsg_64_680.701068195
693.751077167,ProducerMsg_65_680.751077023
694.021845550,ProducerMsg_66_680.801059630
694.251095157,ProducerMsg_67_680.851074309
694.528907073,ProducerMsg_68_680.901066156
694.751239517,ProducerMsg_69_680.951074058
695.001796145,ProducerMsg_70_681.001067238
695.251192527,ProducerMsg_71_681.051070603
695.553994703,ProducerMsg_72_681.101072487
695.751084373,ProducerMsg_73_681.151080260
696.062042069,ProducerMsg_74_681.201068940
696.260419262,ProducerMsg_75_681.251068546
696.501682422,ProducerMsg_76_681.301066726
696.751076694,ProducerMsg_77_681.351069055
697.021415455,ProducerMsg_78_681.401065290
697.251126356,ProducerMsg_79_681.451071545
697.529200476,ProducerMsg_80_681.501065725
697.751086000,ProducerMsg_81_681.551078220
698.001152840,ProducerMsg_82_681.601066585
698.251081738,ProducerMsg_83_681.651074506
698.521208243,ProducerMsg_84_681.701066112
698.751079328,ProducerMsg_85_681.751077366
699.029145801,ProducerMsg_86_681.801102768
699.251085159,ProducerMsg_87_681.851079653
699.501152704,ProducerMsg_88_681.901072944
699.751073955,ProducerMsg_89_681.951074569
700.029416407,ProducerMsg_90_682.001067027
700.251081455,ProducerMsg_91_682.051074188
700.501160575,ProducerMsg_92_682.101067850
700.751073233,ProducerMsg_93_682.151076252
701.029063801,ProducerMsg_94_682.201056044
701.251084938,ProducerMsg_95_682.251102539
701.501183151,ProducerMsg_96_682.301101330
701.751113792,ProducerMsg_97_682.351112381
702.029698336,ProducerMsg_98_682.401133598
702.251088758,ProducerMsg_99_682.451128093
702.501655374,ProducerMsg_100_682.501111107
702.751067763,ProducerMsg_101_682.551129047
703.029157794,ProducerMsg_102_682.601109153
703.251087785,ProducerMsg_103_682.651079704
703.501148501,ProducerMsg_104_682.701075384
703.751077513,ProducerMsg_105_682.751078398
704.029103510,ProducerMsg_106_682.801067542
704.251088316,ProducerMsg_107_682.851083351
704.501781358,ProducerMsg_108_682.901069921
704.751187488,ProducerMsg_109_682.951078157
705.029268725,ProducerMsg_110_683.001060930
705.251185866,ProducerMsg_111_683.051078795
705.501734244,ProducerMsg_112_683.101074587
705.751090154,ProducerMsg_113_683.151090489
706.001137093,ProducerMsg_114_683.201075188
706.251069311,ProducerMsg_115_683.251077184
706.528831572,ProducerMsg_116_683.301123586
706.751088562,ProducerMsg_117_683.351075786
707.057733112,ProducerMsg_118_683.401076836
707.251077517,ProducerMsg_119_683.451080313
707.529481994,ProducerMsg_120_683.501072494
707.751080269,ProducerMsg_121_683.551085359
708.001140432,ProducerMsg_122_683.601072725
708.251081078,ProducerMsg_123_683.651070424
708.528632010,ProducerMsg_124_683.701073512
708.751088109,ProducerMsg_125_683.751083322
709.028558301,ProducerMsg_126_683.801072262
709.251081623,ProducerMsg_127_683.851078221
709.528940034,ProducerMsg_128_683.901072846
709.751072397,ProducerMsg_129_683.951083119
710.001139191,ProducerMsg_130_684.001139780
710.251085523,ProducerMsg_131_684.051083757
710.528837121,ProducerMsg_132_684.102022428
710.751082576,ProducerMsg_133_684.151134989
711.001135741,ProducerMsg_134_684.201075929
711.251085223,ProducerMsg_135_684.251080239
711.528791896,ProducerMsg_136_684.301073550
711.751073555,ProducerMsg_137_684.351072601
712.001145813,ProducerMsg_138_684.401071782
712.251074869,ProducerMsg_139_684.451076870
712.530326526,ProducerMsg_140_684.501074143
712.751165276,ProducerMsg_141_684.551085713
713.001145073,ProducerMsg_142_684.601074653
713.251079834,ProducerMsg_143_684.651077889
713.532533522,ProducerMsg_144_684.701070477
713.751077299,ProducerMsg_145_684.751086102
714.022446321,ProducerMsg_146_684.801071968
714.251078079,ProducerMsg_147_684.851079223
714.501136450,ProducerMsg_148_684.901074978
714.751074471,ProducerMsg_149_684.951072121
715.027954952,ProducerMsg_150_685.001073469
715.251074049,ProducerMsg_151_685.051078409
715.501151662,ProducerMsg_152_685.101072404
715.751080109,ProducerMsg_153_685.151082400
716.028817970,ProducerMsg_154_685.201079599
716.251077633,ProducerMsg_155_685.251087354
716.501130321,ProducerMsg_156_685.301075739
716.751075898,ProducerMsg_157_685.351078475
717.021356102,ProducerMsg_158_685.401073397
717.251301495,ProducerMsg_159_685.451079041
717.528762787,ProducerMsg_160_685.501074648
717.751075135,ProducerMsg_161_685.551070588
718.001144545,ProducerMsg_162_685.601075639
718.251080680,ProducerMsg_163_685.651074505
718.520963797,ProducerMsg_164_685.701070520
718.751074985,ProducerMsg_165_685.751076163
719.028973051,ProducerMsg_166_685.801073381
719.251079735,ProducerMsg_167_685.851063840
719.501143444,ProducerMsg_168_685.901074706
719.751076172,ProducerMsg_169_685.951076831
720.028629927,ProducerMsg_170_686.001068105
720.251085960,ProducerMsg_171_686.051081897
720.501134058,ProducerMsg_172_686.101072059
720.751075842,ProducerMsg_173_686.151074092
